city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,openalex_match_km,openalex_geo_city,openalex_ai_works_recent,openalex_ai_institution_count,openalex_lat,openalex_lon,openalex_match_ok,log_ai_works,ai_works_per_million,log_ai_works_per_million
Delhi,Delhi,28.66,77.23,India,IN,IND,Delhi,admin,29617000.0,1356872604,82,1.2111279159787238,99.9394619358859,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.9068132119833391,Delhi,222,2,28.65195041809082,77.2314905444336,True,5.407171771460119,7.495695040010805,2.139559569318024
Bangalore,Bangalore,12.9699,77.598,India,IN,IND,Karnātaka,admin,13707000.0,1356410365,66,277.999329790164,87.02283200759926,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.37420071783828307,Bengaluru,206,3,12.970070838928224,77.59455108642578,True,5.332718793265369,15.028817392573137,2.7743881892632443
Delhi,Delhi,28.66,77.23,India,IN,IND,Delhi,admin,29617000.0,1356872604,82,1.2111279159787238,99.9394619358859,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,5.424136435533958,New Delhi,187,4,28.61645213821411,77.20495656127929,True,5.236441962829949,6.313941317486578,1.98978229638171
Kolkāta,Kolkata,22.5411,88.3378,India,IN,IND,West Bengal,admin,17560000.0,1356060520,64,966.9309702254758,61.664271855185724,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,3.5282390602989753,Kolkata,180,3,22.56262979980469,88.36303807291667,True,5.198497031265826,10.250569476082005,2.4204187474654533
Secunderābād,Secunderabad,17.45,78.5,India,IN,IND,Telangana,,213698.0,1356779437,6,10.31596772860979,99.4855295692743,aws,ap-south-2,Asia Pacific (Hyderabad),17.360589,78.4740613,47.93769504187318,Sangāreddi,164,1,17.62477,78.08669,True,5.10594547390058,767.4381603945754,6.644360091809346
Bhubaneshwar,Bhubaneshwar,20.2644,85.8281,India,IN,IND,Odisha,admin,837737.0,1356140143,64,707.7398307353358,70.19662764412912,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,3.8099133239738605,Bhubaneswar,143,1,20.25919914245605,85.79199981689453,True,4.969813299576001,170.6979636807256,5.1457369080819415
Patna,Patna,25.61,85.1414,India,IN,IND,Bihār,admin,1684222.0,1356821429,64,792.2059358334106,67.2937401407595,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,1.8624585803646008,Patna,138,1,25.59407997131348,85.13562774658203,True,4.9344739331306915,81.93694180458395,4.4180805817557935
Jaipur,Jaipur,26.9167,75.8667,India,IN,IND,Rājasthān,admin,3073350.0,1356293537,82,234.50444362229322,88.93608486682993,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,32.37949004723563,Jaipur,132,2,26.62550544738769,75.86746215820312,True,4.890349128221754,42.94987554297428,3.7830497923404707
Hyderābād,Hyderabad,17.3667,78.4667,India,IN,IND,Telangana,admin,9746000.0,1356871768,6,1.0354096038060696,99.94824291841053,aws,ap-south-2,Asia Pacific (Hyderabad),17.360589,78.4740613,2.2194586420846987,Hyderabad,126,1,17.38405,78.45636,True,4.844187086458591,12.928380874204802,2.633928548028583
Bilāspur,Bilaspur,22.15,82.0167,India,IN,IND,Chhattīsgarh,,331030.0,1356820491,64,322.50153294734196,85.10786223604289,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,11.838439189349954,Ratanpur,59,1,22.1040096282959,82.12035369873047,True,4.0943445622221,178.23158021931545,5.188678713916771
Patiāla,Patiala,30.3204,76.385,India,IN,IND,Punjab,,329224.0,1356458416,82,202.4601752577531,90.37250730030799,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,7.9536636819952715,Patiāla,53,1,30.359724044799805,76.45423126220703,True,3.9889840465642745,160.98461837533108,5.087501382424083
Hubli,Hubli,15.36,75.125,India,IN,IND,Karnātaka,,890000.0,1356102365,42,380.52599583569867,82.67416740099969,azure,centralindia,"Pune, Central India, Asia Pacific",18.5822,73.9197,16.78265188075743,Dharwad,51,1,15.460049629211426,75.00778198242188,True,3.9512437185814275,57.30337078651686,4.0656599096356
Vellore,Vellore,12.9204,79.15,India,IN,IND,Tamil Nādu,,177081.0,1356977661,66,110.05483371347555,94.64591986615036,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,1.9042656750307279,Vellore,32,1,12.9184,79.13255,True,3.4965075614664802,180.70826345005958,5.202402452904384
Dindigul,Dindigul,10.35,77.95,India,IN,IND,Tamil Nādu,,207327.0,1356106153,66,379.1604381738365,82.73063484756084,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,3.9335496334017366,Dindigul,31,1,10.36896,77.98036,True,3.4657359027997265,149.52225228744928,5.0141109289899095
Āgra,Agra,27.18,78.02,India,IN,IND,Uttar Pradesh,,1585705.0,1356187395,82,181.46281062605868,91.3262975542439,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.4955980144737219,Agra,24,2,27.18333026794433,78.0166701135254,True,3.2188758248682006,15.135223764823849,2.7810046936955732
Sambalpur,Sambalpur,21.4704,83.9701,India,IN,IND,Odisha,,310852.0,1356772339,64,506.9234394678626,77.61094540328958,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.8154958761649528,Sambalpur,22,1,21.46526908874512,83.9757308959961,True,3.1354942159291497,70.7732297041679,4.27351156118422
Bodhan,Bodhan,18.67,77.9,India,IN,IND,Telangana,,77573.0,1356506985,6,157.74681397831532,92.41569088458084,aws,ap-south-2,Asia Pacific (Hyderabad),17.360589,78.4740613,18.07075803624312,Nanded,12,1,18.6926212310791,77.73011779785156,True,2.5649493574615367,154.6929988526936,5.04788611220722
Chandīgarh,Chandigarh,30.7353,76.7911,India,IN,IND,Chandīgarh,admin,1026459.0,1356739179,82,235.39128976668388,88.89665729704235,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.2806636421700689,Chandigarh,11,1,30.736289978027344,76.78839874267578,True,2.4849066497880004,10.716453360533642,2.4609941240629847
Tehran,Tehran,35.7,51.4167,Iran,IR,IRN,Tehrān,primary,13633000.0,1364305026,23,1064.658082052067,58.723567974103574,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,1.8947109851497967,Tehran,198,3,35.715599060058594,51.42514419555664,True,5.293304824724492,14.523582483679307,2.7423603182518725
Qazvīn,Qazvin,36.2688,50.0041,Iran,IR,IRN,Qazvīn,admin,381598.0,1364073420,23,1125.7152178134104,56.95791017466595,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0035244403003764097,Qazvin,16,1,36.26876831054688,50.00410079956055,True,2.833213344056216,41.92894092736335,3.7595462121758962
Trento,Trento,46.0667,11.1167,Italy,IT,ITA,Trentino-Alto Adige,admin,117997.0,1380953307,17,163.80212440558088,92.13631118237434,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.3621264223902226,Trento,348,2,46.067870546875,11.121080199279785,True,5.855071922202427,2949.227522733629,7.989637572710164
Genoa,Genoa,44.4072,8.934,Italy,IT,ITA,Liguria,admin,580097.0,1380716540,17,119.24245840603982,94.21213140519475,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.8681164174726439,Genoa,83,1,44.40478,8.94439,True,4.430816798843313,143.0795194596766,4.970365365629466
Pisa,Pisa,43.7167,10.4,Italy,IT,ITA,Tuscany,minor,90118.0,1380310225,17,216.65815143188075,89.73322575835782,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.9534289316930328,Pisa,68,1,43.70853,10.4036,True,4.23410650459726,754.5662353802792,6.627467448790214
Cosenza,Cosenza,39.3,16.25,Italy,IT,ITA,Calabria,minor,67239.0,1380732659,17,897.0945598978234,63.8555119972505,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,6.93829940282813,Rende,33,1,39.33154,16.18041,True,3.5263605246161616,490.7865970642039,6.198044876592923
Milan,Milan,45.4669,9.19,Italy,IT,ITA,Lombardy,admin,1366180.0,1380724377,17,0.30220699975889465,99.98489079156793,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,3.279930515221804,Milan,0,1,45.49623107910156,9.194457054138184,True,0.0,0.0,0.0
Ancona,Ancona,43.6167,13.5167,Italy,IT,ITA,Marche,admin,100924.0,1380597324,17,399.67955508893374,81.88619426391367,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,4.647942892279376,Ancona,0,1,43.60200881958008,13.462653160095217,True,0.0,0.0,0.0
Amman,Amman,31.95,35.9333,Jordan,JO,JOR,Al ‘Āşimah,primary,4007526.0,1400522593,21,111.08237976386489,94.59730583493669,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,1.2496537731663815,Amman,33,1,31.955219268798828,35.945030212402344,True,3.5263605246161616,8.234506775501893,2.222947204049721
Tokyo,Tokyo,35.6897,139.6922,Japan,JP,JPN,Tōkyō,primary,37977000.0,1392685764,78,6.121869536211257,99.69437451165633,gcp,asia-northeast1,"Tokyo, Japan, APAC",35.6828387,139.7594549,1.5512337932174702,Tokyo,778,14,35.68496521214077,139.70835648297992,True,6.658011045870748,20.486083682228717,3.0674054549695557
Ikoma,Ikoma,34.6919,135.7006,Japan,JP,JPN,Nara,,116174.0,1392390581,63,18.140321570955106,99.09708490406278,azure,japanwest,"Osaka, Japan West, Asia Pacific",34.6939,135.5022,0.9544761961443126,Ikoma,189,1,34.68333053588867,135.6999969482422,True,5.247024072160486,1626.8700397679343,7.395027715223675
Shirayamamachi,Shirayamamachi,36.5144,136.5656,Japan,JP,JPN,Ishikawa,,110135.0,1392840575,63,224.09596034818276,89.40013621303089,azure,japanwest,"Osaka, Japan West, Asia Pacific",34.6939,135.5022,8.926241159301597,Nomi Shi,134,1,36.43592834472656,136.5445556640625,True,4.90527477843843,1216.6886094338768,7.104709758304701
Kitaku,Kitaku,33.8704,130.82,Japan,JP,JPN,Fukuoka,,997536.0,1392129541,65,216.16524910709472,89.75534334149133,azure,koreasouth,"Busan, Korea South, Asia Pacific",35.1796,129.0756,3.4816433453334974,Kitakyushu,106,1,33.851810455322266,130.850341796875,True,4.672828834461906,106.26182914701825,4.675272846803165
Tamuramachi-moriyama,Tamuramachi-moriyama,37.3252,140.4134,Japan,JP,JPN,Fukushima,,340560.0,1392675180,78,191.74650994180345,90.85791666640861,gcp,asia-northeast1,"Tokyo, Japan, APAC",35.6828387,139.7594549,47.42192792114468,Fukushima,59,1,37.52367401123047,139.93807983398438,True,4.0943445622221,173.2440685929058,5.160457009422281
Tokushima,Tokushima,34.0667,134.55,Japan,JP,JPN,Tokushima,admin,254510.0,1392795984,79,106.00527601870537,94.83775106502553,gcp,asia-northeast2,"Osaka, Japan, APAC",34.6198813,135.490357,0.9912849890929019,Tokushima,50,1,34.06999969482422,134.55999755859375,True,3.9318256327243257,196.45593493379434,5.285515445188218
Kyōto,Kyoto,35.0111,135.7669,Japan,JP,JPN,Kyōto,admin,1805000.0,1392622735,63,42.74867442868824,97.88524750696385,azure,japanwest,"Osaka, Japan West, Asia Pacific",34.6939,135.5022,1.6600090768987907,Kyoto,42,2,35.02602577209473,135.76653289794922,True,3.7612001156935624,23.26869806094183,3.189187374333483
Niiza,Niiza,35.7933,139.5653,Japan,JP,JPN,Saitama,,164653.0,1392772700,78,21.399710568628123,98.93571845466582,gcp,asia-northeast1,"Tokyo, Japan, APAC",35.6828387,139.7594549,5.252257902452497,Wako,26,1,35.7894401550293,139.6233367919922,True,3.295836866004329,157.9078425537342,5.068324427603116
Yotsukaidō,Yotsukaido,35.67,140.1683,Japan,JP,JPN,Chiba,,93233.0,1392512633,44,35.99479557166495,98.21635881549793,azure,japaneast,"Tokyo, Saitama, Japan East, Asia Pacific",35.68,139.77,4.783806694136902,Chiba,26,1,35.63762664794922,140.2031707763672,True,3.295836866004329,278.8712151276908,5.634329551389123
Morioka,Morioka,39.6833,141.15,Japan,JP,JPN,Iwate,admin,290553.0,1392981957,78,461.3371012910364,79.4002594073287,gcp,asia-northeast1,"Tokyo, Japan, APAC",35.6828387,139.7594549,13.024035228400487,Takizawa,22,1,39.8000373840332,141.1375732421875,True,3.1354942159291497,75.71768317656331,4.3401322316906725
Izuo,Izuo,34.4836,135.4236,Japan,JP,JPN,Ōsaka,,184299.0,1392291253,79,16.340612522425527,99.18629799763816,gcp,asia-northeast2,"Osaka, Japan, APAC",34.6198813,135.490357,11.770352382324685,Sakai,20,1,34.58332824707031,135.4666748046875,True,3.044522437723423,108.5193082979289,4.696100865199921
Koja,Koja,26.3344,127.8057,Japan,JP,JPN,Okinawa,,58658.0,1392299085,76,772.3537055436609,67.96503170085776,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,10.011339682933501,Ishikawa,12,1,26.42333,127.82139,True,2.5649493574615367,204.57567595212927,5.32581421895628
Hiroshima,Hiroshima,34.4,132.45,Japan,JP,JPN,Hiroshima,admin,1306589.0,1392373695,79,279.6413656946466,86.95141402200201,gcp,asia-northeast2,"Osaka, Japan, APAC",34.6198813,135.490357,0.7556640064376483,Hiroshima,11,2,34.40266036987305,132.44242095947266,True,2.4849066497880004,8.418867754129264,2.242714885411852
Chigasaki,Chigasaki,35.3339,139.4047,Japan,JP,JPN,Kanagawa,,242347.0,1392346493,78,50.36439442998658,97.51322294657314,gcp,asia-northeast1,"Tokyo, Japan, APAC",35.6828387,139.7594549,4.402930985623694,Fujisawa,8,1,35.32438659667969,139.45181274414062,True,2.1972245773362196,33.010517976290195,3.526669829020451
Neya,Neya,34.7661,135.6281,Japan,JP,JPN,Ōsaka,,227997.0,1392993634,63,14.029522262947921,99.30097848770612,azure,japanwest,"Osaka, Japan West, Asia Pacific",34.6939,135.5022,0.5889700913761888,Neyagawa,3,1,34.760948181152344,135.62660217285156,True,1.3862943611198906,13.158067869314069,2.65028462904824
Habikino,Habikino,34.5578,135.6061,Japan,JP,JPN,Ōsaka,,108373.0,1392918777,79,12.645637980789614,99.36971279671222,gcp,asia-northeast2,"Osaka, Japan, APAC",34.6198813,135.490357,4.05123287437308,Kashihara,3,1,34.55165481567383,135.6497039794922,True,1.3862943611198906,27.68217175864837,3.3562757366667615
Sŏngnam,Songnam,37.4386,127.1378,"Korea, South",KR,KOR,Gyeonggi,,948757.0,1410622472,3,20.020415195959323,99.00397277700644,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,5.154507871887666,Seongnam-si,97,1,37.40243911743164,127.10128021240234,True,4.584967478670572,102.2390348635109,4.637047026332393
Suwon,Suwon,37.2858,127.01,"Korea, South",KR,KOR,Gyeonggi,admin,1234300.0,1410679777,45,31.340107250330885,98.44520828711237,azure,koreacentral,"Seoul, Korea Central, Asia Pacific",37.5665,126.978,8.905718738501282,Hwaseong-si,36,1,37.21014022827149,126.97699737548828,True,3.6109179126442243,29.16632909341327,3.406726371701566
Daejeon,Daejeon,36.351,127.385,"Korea, South",KR,KOR,Daejeon,admin,1475221.0,1410993875,45,139.91142902725616,93.24351123340739,azure,koreacentral,"Seoul, Korea Central, Asia Pacific",37.5665,126.978,0.2080292813998939,Daejeon,35,1,36.34913,127.38493,True,3.58351893845611,23.725258791733577,3.2078253442581883
Seoul,Seoul,37.56,126.99,"Korea, South",KR,KOR,Seoul,primary,21794000.0,1410836482,3,1.2714734344175118,99.93644653205615,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,6.270225427975355,Seoul,10,1,37.580833435058594,126.92388916015624,True,2.3978952727983707,0.4588418830870882,0.37764289018398567
Moratuwa,Moratuwa,6.7804,79.88,Sri Lanka,LK,LKA,Western,,200000.0,1144324309,66,690.3083403066123,70.8111175443544,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.8416082650273222,Moratuwa,97,1,6.7729997634887695,79.88159942626953,True,4.584967478670572,485.0,6.186208623900494
Colombo,Colombo,6.9167,79.8333,Sri Lanka,LK,LKA,Western,primary,752993.0,1144251314,66,675.4222347999871,71.34013473694274,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,2.691184433978238,Colombo,35,1,6.935480117797852,79.84867858886719,True,3.58351893845611,46.48117578782273,3.860333333289581
Kaunas,Kaunas,54.9,23.9333,Lithuania,LT,LTU,Kauno Miestas,admin,288466.0,1440302852,87,354.0023262970175,83.77788100612536,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,1.5445202570727516,Kaunas,37,1,54.9027214050293,23.909610748291016,True,3.6375861597263857,128.2646828395721,4.861862107242679
Rabat,Rabat,34.0253,-6.8361,Morocco,MA,MAR,Rabat-Salé-Kénitra,primary,572717.0,1504023252,89,762.7539185945818,68.29204078958178,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,1.3794357288792511,Rabat,25,1,34.01324844360352,-6.832550048828125,True,3.258096538021482,43.65157660764392,3.7988896170606776
Rangoon,Rangoon,16.8,96.15,Myanmar,MM,MMR,Yangon,primary,5430000.0,1104616656,66,1768.8506274853155,41.295142260807836,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,2.7749631385524105,Yangon,1,1,16.821029663085938,96.1359634399414,True,0.6931471805599453,0.1841620626151013,0.16903540430368397
Ulaanbaatar,Ulaanbaatar,47.9203,106.9172,Mongolia,MN,MNG,Ulaanbaatar,primary,1396288.0,1496024767,12,1168.7025306455855,55.74673929598236,aws,cn-north-1,China (Beijing),39.906217,116.3912757,0.21603061076515842,Ulaanbaatar,22,1,47.921913146972656,106.91881561279295,True,3.1354942159291497,15.756061786680112,2.818760090514139
Macau,Macau,22.203,113.545,Macau,MO,MAC,,,568700.0,1446227359,1,64.15045817951778,96.84337249511243,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.29452158938939116,Macao,146,1,22.200559616088867,113.54611206054688,True,4.990432586778736,256.7258660101987,5.5518964851870996
Modica,Modica,36.8672,14.7614,Italy,IT,ITA,Sicilia,,54530.0,1380522093,17,1062.9869249541587,58.77265663368014,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,111.21483064524169,Msida,60,1,35.8925,14.48278,False,4.110873864173311,1100.3117549972492,7.004257252860642
Mexico City,Mexico City,19.4333,-99.1333,Mexico,MX,MEX,Ciudad de México,primary,20996000.0,1484247881,31,1111.9474895378507,57.351353340838905,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.7988897422209369,Mexico City,426,3,19.42847,-99.12766,True,6.056784013228625,20.289578967422365,3.0582177026376156
Tijuana,Tijuana,32.525,-117.0333,Mexico,MX,MEX,Baja California,minor,2384609.0,1484708778,108,203.78981012713513,90.3124460489337,gcp,us-west2,"Los Angeles, California, North America",34.0536909,-118.242766,3.721217348347877,Tijuana,119,1,32.50270080566406,-117.0037078857422,True,4.787491742782046,49.90335941867199,3.929928921745385
Puebla,Puebla,19.0333,-98.1833,Mexico,MX,MEX,Puebla,admin,1576259.0,1484416394,31,1155.0275706628165,56.12921259718851,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,2.180809064570762,Puebla City,49,1,19.03792953491211,-98.20346069335938,True,3.912023005428146,31.086261838949056,3.468427958431305
Temixco,Temixco,18.85,-99.2333,Mexico,MX,MEX,Morelos,minor,116143.0,1484273506,31,1177.3083316255195,55.50738195886058,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,3.2571146777558218,Cuernavaca,20,1,18.87647819519043,-99.22006225585938,True,3.044522437723423,172.2015102072445,5.154455715531686
Amsterdam,Amsterdam,52.3667,4.8833,Netherlands,NL,NLD,Noord-Holland,primary,862965.0,1528355309,39,1.1338687333825679,99.9433226310231,azure,westeurope,"Netherlands, West Europe, Europe",52.3667,4.9,0.9233733032619508,Amsterdam,602,4,52.37403053344727,4.889689961166382,True,6.401917196727186,697.594919840318,6.549071060431487
Oosterhout,Oosterhout,51.6431,4.8569,Netherlands,NL,NLD,Noord-Brabant,minor,55616.0,1528012745,39,80.51482557600606,96.05421514929755,azure,westeurope,"Netherlands, West Europe, Europe",52.3667,4.9,18.89362980530467,Tilburg,95,1,51.555511474609375,5.091300010681152,True,4.564348191467836,1708.1415420023015,7.443746501220484
Arnhem,Arnhem,51.9833,5.9167,Netherlands,NL,NLD,Gelderland,admin,148070.0,1528862562,39,81.38721324249481,96.01232602954433,azure,westeurope,"Netherlands, West Europe, Europe",52.3667,4.9,16.25857991143374,Nijmegen,62,1,51.8425,5.85278,True,4.143134726391533,418.72087526170054,6.039589907634197
Leeuwarden,Leeuwarden,53.2,5.7833,Netherlands,NL,NLD,Fryslân,admin,124084.0,1528992603,93,76.03884379515002,96.26942433606388,gcp,europe-west4,"Eemshaven, Netherlands, Europe",53.44847365,6.849962720298231,1.78601109585336,Leeuwarden,11,1,53.20271,5.80973,True,2.4849066497880004,88.64962444795461,4.495909010950952
The Hague,The Hague,52.0767,4.2986,Netherlands,NL,NLD,Zuid-Holland,primary,1406000.0,1528799905,39,52.135254545188104,97.42692002120317,azure,westeurope,"Netherlands, West Europe, Europe",52.3667,4.9,0.0034051377530042253,The Hague,4,1,52.07667,4.29861,True,1.6094379124341003,2.844950213371266,1.3467606544657826
Oslo,Oslo,59.9111,10.7528,Norway,NO,NOR,Oslo,primary,693494.0,1578324706,49,0.30933899882501326,99.98453424612978,azure,norwayeast,"Norway, Norway East, Europe",59.913868,10.752245,2.7888453323874254,Oslo,1,1,59.93594741821289,10.75960922241211,True,0.6931471805599453,1.4419735426694391,0.8928065413421227
Mandaue City,Mandaue City,10.3333,123.9333,Philippines,PH,PHL,Mandaue,admin,362654.0,1608794590,76,1569.6409172998176,45.62016014846723,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,1.4525968563105933,Cebu City,0,1,10.320239067077637,123.93303680419922,True,0.0,0.0,0.0
Lahore,Lahore,31.5497,74.3436,Pakistan,PK,PAK,Punjab,admin,11021000.0,1586801463,82,424.82224382952353,80.86321828077972,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,5.340400961376493,Lahore,144,2,31.505290031433105,74.32214736938477,True,4.976733742420574,13.065964975954996,2.643758047903699
Mardan,Mardan,34.1958,72.0447,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,300424.0,1586001546,82,787.9874259650096,67.43582959295212,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.9093543339096011,Mardan,105,1,34.19080352783203,72.03687286376953,True,4.663439094112067,349.5060314755146,5.859377914530621
Warsaw,Warsaw,52.2167,21.0333,Poland,PL,POL,Mazowieckie,primary,1790658.0,1616024847,87,2.4809719988275645,99.87602830852977,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,4.8778406433136965,Warsaw,299,3,52.23384094238281,20.96737988789876,True,5.703782474656201,166.9777255064898,5.1238313843420284
Wrocław,Wroclaw,51.11,17.0325,Poland,PL,POL,Dolnośląskie,admin,638586.0,1616108520,87,301.07006534306237,86.02475927081703,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,1.1136325849887654,Wroclaw,141,1,51.09999847412109,17.0333309173584,True,4.955827057601261,220.80033073070814,5.401777566036472
Częstochowa,Czestochowa,50.8096,19.1222,Poland,PL,POL,Śląskie,minor,228179.0,1616881632,87,204.96222777197602,90.25951961077358,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,1.4671276670151225,Częstochowa,54,1,50.79646,19.12409,True,4.007333185232471,236.6563093010312,5.470825551418027
Rzeszów,Rzeszow,50.05,22.0,Poland,PL,POL,Podkarpackie,admin,182548.0,1616879570,87,252.31811426606538,88.1474630804919,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.9676694817469902,Rzeszów,8,1,50.04132080078125,21.99901008605957,True,2.1972245773362196,43.82409010232925,3.802745720396811
Lisbon,Lisbon,38.7452,-9.1604,Portugal,PT,PRT,Lisboa,primary,506654.0,1620619017,89,503.1210106579502,77.75864080649812,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,2.067349910190084,Lisbon,153,2,38.73094938842773,-9.145091383361816,True,5.0369526024136295,301.98123374136986,5.713670868744363
Setúbal,Setubal,38.5243,-8.8926,Portugal,PT,PRT,Setúbal,admin,121185.0,1620174557,89,492.5044063972096,78.17250465048502,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.3829295827409706,Setúbal,0,1,38.5244,-8.8882,True,0.0,0.0,0.0
Doha,Doha,25.3,51.5333,Qatar,QA,QAT,Ad Dawḩah,primary,1312947.0,1634459660,23,138.0293434458588,93.33129866682025,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,1.634903566111429,Doha,20,1,25.285449981689453,51.53096008300781,True,3.044522437723423,15.232907345079429,2.7870404994999025
Bucharest,Bucharest,44.4,26.0833,Romania,RO,ROU,Bucureşti,primary,1883425.0,1642414442,87,947.7580512974947,62.25825645340325,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,4.0231264590976075,Bucharest,233,2,44.432250488281255,26.106260149841308,True,5.455321115357702,123.71079283751676,4.825997399361864
Iaşi,Iasi,47.1622,27.5889,Romania,RO,ROU,Iaşi,admin,290422.0,1642367695,87,735.5394807618392,69.22765666766043,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.9754506838153845,Iasi,72,2,47.16667175292969,27.600000381469727,True,4.290459441148391,247.91510285033505,5.517111885918927
Timişoara,Timisoara,45.7597,21.23,Romania,RO,ROU,Timiş,admin,319279.0,1642603121,87,719.8666085112422,69.77228596647129,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.7436597271704009,Timișoara,35,1,45.753719329833984,21.225709915161133,True,3.58351893845611,109.62199205083955,4.70611891245754
Arad,Arad,46.1667,21.3167,Romania,RO,ROU,Arad,admin,159074.0,1642996909,87,674.8010504038491,71.36229586756022,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,1.8492352671770955,Arad,7,1,46.18333053588867,21.316669464111328,True,2.0794415416798357,44.00467706853414,3.8067664192257813
Piteşti,Pitesti,44.8667,24.8833,Romania,RO,ROU,Argeş,admin,155383.0,1642781938,87,866.9436460671307,64.82545582052171,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,2.273097697297259,Piteşti,6,1,44.84999847412109,24.866670608520508,True,1.9459101490553132,38.61426282154419,3.679189225675193
Niš,Nis,43.3192,21.8961,Serbia,RS,SRB,Niš,admin,183164.0,1688661068,87,993.2599067856046,60.85781444262057,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.8478353833594853,Niš,104,1,43.32472,21.90333,True,4.653960350157523,567.7971653818436,6.343523894970713
Belgrade,Belgrade,44.8167,20.4667,Serbia,RS,SRB,Beograd,primary,1378682.0,1688374696,87,825.4922908889946,66.18302701338179,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,3.9343791112981368,Belgrade,38,1,44.78240585327149,20.478973388671875,True,3.6635616461296463,27.56255612244158,3.3520966335519793
Moscow,Moscow,55.7558,37.6178,Russia,RU,RUS,Moskva,primary,17125000.0,1643318494,88,811.1815233905662,66.65829028713084,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,5.49295029313953,Moscow,605,7,55.712449754987446,37.575731004987446,True,6.406879986069314,35.32846715328468,3.5926016530304294
