id,city,country,lat,lon,works,dist_km,population,log_works
1840013730,Evansville,United States,37.9881,-87.5341,9,433.045013771224,230427.0,2.302585092994046
1840014207,Boca Raton,United States,26.3752,-80.108,54,758.6442510296448,99805.0,4.007333185232471
1840014495,Murfreesboro,United States,35.8492,-86.4119,8,546.463622470965,179951.0,2.1972245773362196
1840014528,Jackson,United States,35.6535,-88.8353,15,580.3371779606832,74065.0,2.772588722239781
1840015005,Pensacola,United States,30.4427,-87.1886,15,743.8917848422263,346921.0,2.772588722239781
1840015044,Lafayette,United States,30.2084,-92.0323,58,534.3350413184096,264357.0,4.07753744390572
1840015457,Memphis,United States,35.1046,-89.9773,122,493.1151901201983,1066967.0,4.812184355372417
1840016152,Chapel Hill,United States,35.927,-79.0391,74,100.92610113515413,64051.0,4.31748811353631
1840018774,Boulder,United States,40.0249,-105.2523,121,432.257612711874,124345.0,4.804021044733257
1840018914,Berkeley,United States,37.8723,-122.276,12,15.873185702800596,121363.0,2.5649493574615367
1840018950,Cupertino,United States,37.3168,-122.0465,29,61.03575136306403,59276.0,3.4011973816621555
1840019309,Chandler,United States,33.2826,-111.8516,179,27.685916131189018,261165.0,5.19295685089021
1840019572,Cedar Park,United States,30.5106,-97.8196,1,138.17112907572468,79462.0,0.6931471805599453
1840019835,Redmond,United States,47.6762,-122.1169,426,177.27153779196064,71929.0,6.056784013228625
1840020121,Reno,United States,39.5497,-119.8483,10,297.17609784636403,445020.0,2.3978952727983707
1840020304,Redwood City,United States,37.5026,-122.2252,142,35.19503210509508,85925.0,4.962844630259907
1840020332,Mountain View,United States,37.4,-122.0796,841,51.723760608194304,82739.0,6.7357800142423265
1840020333,Palo Alto,United States,37.3913,-122.1468,6,49.37482842992077,65364.0,1.9459101490553132
1840020622,National City,United States,32.6654,-117.0983,14,187.42172742656427,61394.0,2.70805020110221
1840020875,Georgetown,United States,30.6668,-97.6953,1,159.12778278610654,79604.0,0.6931471805599453
1840021117,Seattle,United States,47.6211,-122.3244,844,190.92202702997636,3789215.0,6.739336627357174
1840021129,Tacoma,United States,47.2431,-122.4531,14,196.3676287953899,217827.0,2.70805020110221
1840021154,Yakima,United States,46.5923,-120.5496,12,88.78732066154137,133191.0,2.5649493574615367
1840021551,San Mateo,United States,37.5521,-122.3122,214,26.95525304322192,104430.0,5.3706380281276624
1840021570,San Jose,United States,37.3019,-121.8486,168,73.15724698836503,1798103.0,5.1298987149230735
1840021573,Sunnyvale,United States,37.3836,-122.0256,6,56.041249432154224,152703.0,1.9459101490553132
1840021844,Thousand Oaks,United States,34.1914,-118.8755,48,60.22334741944026,215029.0,3.8918202981106265
1840021942,Tempe,United States,33.3881,-111.9318,4,14.805133688564077,195805.0,1.6094379124341003
1840022076,Tyler,United States,32.3184,-95.3062,9,148.70677347403742,143796.0,2.302585092994046
1840023252,El Paso,United States,31.8479,-106.4309,104,557.4173925129066,843386.0,4.653960350157523
1840034249,Dayton,United States,39.7797,-84.1998,31,104.32510683487996,718353.0,3.4657359027997265
1840034747,Greenwich,United States,41.0665,-73.6368,189,397.43090672653926,62587.0,5.247024072160486
1840036155,Nashville,United States,36.1715,-86.7843,16,535.9630354733696,1081903.0,2.833213344056216
1860331871,Tashkent,Uzbekistan,41.3,69.2667,49,1580.4568760277937,2424100.0,3.912023005428146
1860546433,Urganch,Uzbekistan,41.5345,60.6249,47,1873.7981149494335,135100.0,3.871201010907891
